Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Costa Rica,CRI,2021,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.4680767724246
Costa Rica,CRI,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.9784567175872
Costa Rica,CRI,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.7826086956522
Costa Rica,CRI,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.9099099099099
Costa Rica,CRI,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.8805327066197
Costa Rica,CRI,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.8021934978457
Costa Rica,CRI,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.0861731296514
Costa Rica,CRI,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.9588719153937
Costa Rica,CRI,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.2722287504896
Costa Rica,CRI,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.4876615746181
Costa Rica,CRI,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.6247551899726
Costa Rica,CRI,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.6247551899726
Costa Rica,CRI,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.5660007833921
Costa Rica,CRI,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.1155503329416
Costa Rica,CRI,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.2526439482961
Costa Rica,CRI,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.5464159811986
Costa Rica,CRI,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.3505679592636
Costa Rica,CRI,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.6835095965531
Costa Rica,CRI,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.8206032119076
Costa Rica,CRI,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.7618488053271
Costa Rica,CRI,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.8989424206815
Costa Rica,CRI,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.036036036036
Costa Rica,CRI,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.9761065413239
Costa Rica,CRI,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.5048962005484
Costa Rica,CRI,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.2491186839013
Costa Rica,CRI,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,39.0716803760282
Costa Rica,CRI,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,40.1096748922836
Costa Rica,CRI,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.030160595378
Costa Rica,CRI,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.382687034861
Costa Rica,CRI,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.3031727379554
Costa Rica,CRI,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.1574226400313
Costa Rica,CRI,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.0591461026244
Costa Rica,CRI,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.5726596161379
Costa Rica,CRI,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,48.2373678025852
Costa Rica,CRI,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,49.725812769291
Costa Rica,CRI,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,51.1555033294164
Costa Rica,CRI,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,52.5068546807677
Costa Rica,CRI,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,53.8190364277321
Costa Rica,CRI,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,52.5264394829612
Costa Rica,CRI,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,52.4676850763807
Costa Rica,CRI,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,50.9009009009009
Costa Rica,CRI,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,49.2753623188406
Costa Rica,CRI,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.8456717587152
Costa Rica,CRI,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.2201331766549
Costa Rica,CRI,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.7904426165296
Costa Rica,CRI,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.1844888366628
Costa Rica,CRI,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.5589502546024
Costa Rica,CRI,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,40.1096748922836
Costa Rica,CRI,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,40.1096748922836
Costa Rica,CRI,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.9565217391304
Costa Rica,CRI,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.9565217391304
Costa Rica,CRI,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.349392871132
Costa Rica,CRI,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.0567959263611
Costa Rica,CRI,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.6075205640423
Costa Rica,CRI,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.0407363885625
Costa Rica,CRI,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.021151586369
Costa Rica,CRI,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.4543674108891
Costa Rica,CRI,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.0834312573443
Costa Rica,CRI,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.8104191147669
Costa Rica,CRI,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.614571092832
Costa Rica,CRI,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.3207990599295
Costa Rica,CRI,2021,Arable land (% of land area),AG.LND.ARBL.ZS,4.75910693301998
Costa Rica,CRI,2020,Arable land (% of land area),AG.LND.ARBL.ZS,4.75910693301998
Costa Rica,CRI,2019,Arable land (% of land area),AG.LND.ARBL.ZS,4.75910693301998
Costa Rica,CRI,2018,Arable land (% of land area),AG.LND.ARBL.ZS,4.94516255385821
Costa Rica,CRI,2017,Arable land (% of land area),AG.LND.ARBL.ZS,4.95495495495495
Costa Rica,CRI,2016,Arable land (% of land area),AG.LND.ARBL.ZS,4.9647473560517
Costa Rica,CRI,2015,Arable land (% of land area),AG.LND.ARBL.ZS,4.9647473560517
Costa Rica,CRI,2014,Arable land (% of land area),AG.LND.ARBL.ZS,4.5436741088915
Costa Rica,CRI,2013,Arable land (% of land area),AG.LND.ARBL.ZS,4.5436741088915
Costa Rica,CRI,2012,Arable land (% of land area),AG.LND.ARBL.ZS,4.5436741088915
Costa Rica,CRI,2011,Arable land (% of land area),AG.LND.ARBL.ZS,4.5436741088915
Costa Rica,CRI,2010,Arable land (% of land area),AG.LND.ARBL.ZS,4.40658049353701
Costa Rica,CRI,2009,Arable land (% of land area),AG.LND.ARBL.ZS,4.30865648256953
Costa Rica,CRI,2008,Arable land (% of land area),AG.LND.ARBL.ZS,3.91696043869957
Costa Rica,CRI,2007,Arable land (% of land area),AG.LND.ARBL.ZS,3.91696043869957
Costa Rica,CRI,2006,Arable land (% of land area),AG.LND.ARBL.ZS,4.11280846063455
Costa Rica,CRI,2005,Arable land (% of land area),AG.LND.ARBL.ZS,4.11280846063455
Costa Rica,CRI,2004,Arable land (% of land area),AG.LND.ARBL.ZS,4.11280846063455
Costa Rica,CRI,2003,Arable land (% of land area),AG.LND.ARBL.ZS,4.11280846063455
Costa Rica,CRI,2002,Arable land (% of land area),AG.LND.ARBL.ZS,3.91696043869957
Costa Rica,CRI,2001,Arable land (% of land area),AG.LND.ARBL.ZS,4.11280846063455
Costa Rica,CRI,2000,Arable land (% of land area),AG.LND.ARBL.ZS,4.11280846063455
Costa Rica,CRI,1999,Arable land (% of land area),AG.LND.ARBL.ZS,4.30865648256953
Costa Rica,CRI,1998,Arable land (% of land area),AG.LND.ARBL.ZS,4.11280846063455
Costa Rica,CRI,1997,Arable land (% of land area),AG.LND.ARBL.ZS,4.11280846063455
Costa Rica,CRI,1996,Arable land (% of land area),AG.LND.ARBL.ZS,4.11280846063455
Costa Rica,CRI,1995,Arable land (% of land area),AG.LND.ARBL.ZS,4.30865648256953
Costa Rica,CRI,1994,Arable land (% of land area),AG.LND.ARBL.ZS,4.5045045045045
Costa Rica,CRI,1993,Arable land (% of land area),AG.LND.ARBL.ZS,4.5045045045045
Costa Rica,CRI,1992,Arable land (% of land area),AG.LND.ARBL.ZS,4.89620054837446
Costa Rica,CRI,1991,Arable land (% of land area),AG.LND.ARBL.ZS,5.09204857030944
Costa Rica,CRI,1990,Arable land (% of land area),AG.LND.ARBL.ZS,5.09204857030944
Costa Rica,CRI,1989,Arable land (% of land area),AG.LND.ARBL.ZS,5.09204857030944
Costa Rica,CRI,1988,Arable land (% of land area),AG.LND.ARBL.ZS,5.4837446141794
Costa Rica,CRI,1987,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1986,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1985,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1984,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1983,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1982,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1981,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1980,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1979,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1978,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1977,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1976,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1975,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1974,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1973,Arable land (% of land area),AG.LND.ARBL.ZS,5.54249902075989
Costa Rica,CRI,1972,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1971,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1970,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1969,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1968,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1967,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1966,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1965,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1964,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1963,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1962,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,1961,Arable land (% of land area),AG.LND.ARBL.ZS,5.58166862514689
Costa Rica,CRI,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1473.33104242
Costa Rica,CRI,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1480.48586368
Costa Rica,CRI,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1483.46228481
Costa Rica,CRI,2015,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,2.87307375172397
Costa Rica,CRI,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,2.88702603302785
Costa Rica,CRI,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,2.89283021224848
Costa Rica,CRI,2015,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,27.0027099994
Costa Rica,CRI,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,19.8478887368
Costa Rica,CRI,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,16.8714676041
Costa Rica,CRI,2015,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.0526567180701367
Costa Rica,CRI,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.0387044367592605
Costa Rica,CRI,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.0329002575325755
Costa Rica,CRI,2015,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,2.92573046979411
Costa Rica,CRI,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,2.92573046978711
Costa Rica,CRI,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,2.92573046978105
Costa Rica,CRI,2021,Forest area (sq. km),AG.LND.FRST.K2,30512.4
Costa Rica,CRI,2020,Forest area (sq. km),AG.LND.FRST.K2,30348.7
Costa Rica,CRI,2019,Forest area (sq. km),AG.LND.FRST.K2,30185
Costa Rica,CRI,2018,Forest area (sq. km),AG.LND.FRST.K2,30021.3
Costa Rica,CRI,2017,Forest area (sq. km),AG.LND.FRST.K2,29857.7
Costa Rica,CRI,2016,Forest area (sq. km),AG.LND.FRST.K2,29694
Costa Rica,CRI,2015,Forest area (sq. km),AG.LND.FRST.K2,29530.3
Costa Rica,CRI,2014,Forest area (sq. km),AG.LND.FRST.K2,29366.64
Costa Rica,CRI,2013,Forest area (sq. km),AG.LND.FRST.K2,29202.98
Costa Rica,CRI,2012,Forest area (sq. km),AG.LND.FRST.K2,29039.32
Costa Rica,CRI,2011,Forest area (sq. km),AG.LND.FRST.K2,28875.66
Costa Rica,CRI,2010,Forest area (sq. km),AG.LND.FRST.K2,28712
Costa Rica,CRI,2009,Forest area (sq. km),AG.LND.FRST.K2,28698.02
Costa Rica,CRI,2008,Forest area (sq. km),AG.LND.FRST.K2,28684.04
Costa Rica,CRI,2007,Forest area (sq. km),AG.LND.FRST.K2,28670.06
Costa Rica,CRI,2006,Forest area (sq. km),AG.LND.FRST.K2,28656.08
Costa Rica,CRI,2005,Forest area (sq. km),AG.LND.FRST.K2,28642.1
Costa Rica,CRI,2004,Forest area (sq. km),AG.LND.FRST.K2,28628.12
Costa Rica,CRI,2003,Forest area (sq. km),AG.LND.FRST.K2,28614.14
Costa Rica,CRI,2002,Forest area (sq. km),AG.LND.FRST.K2,28600.16
Costa Rica,CRI,2001,Forest area (sq. km),AG.LND.FRST.K2,28586.18
Costa Rica,CRI,2000,Forest area (sq. km),AG.LND.FRST.K2,28572.2
Costa Rica,CRI,1999,Forest area (sq. km),AG.LND.FRST.K2,28622.38
Costa Rica,CRI,1998,Forest area (sq. km),AG.LND.FRST.K2,28672.56
Costa Rica,CRI,1997,Forest area (sq. km),AG.LND.FRST.K2,28722.74
Costa Rica,CRI,1996,Forest area (sq. km),AG.LND.FRST.K2,28772.92
Costa Rica,CRI,1995,Forest area (sq. km),AG.LND.FRST.K2,28823.1
Costa Rica,CRI,1994,Forest area (sq. km),AG.LND.FRST.K2,28873.28
Costa Rica,CRI,1993,Forest area (sq. km),AG.LND.FRST.K2,28923.46
Costa Rica,CRI,1992,Forest area (sq. km),AG.LND.FRST.K2,28973.64
Costa Rica,CRI,1991,Forest area (sq. km),AG.LND.FRST.K2,29023.82
Costa Rica,CRI,1990,Forest area (sq. km),AG.LND.FRST.K2,29074
Costa Rica,CRI,2021,Forest area (% of land area),AG.LND.FRST.ZS,59.7579318448884
Costa Rica,CRI,2020,Forest area (% of land area),AG.LND.FRST.ZS,59.4373286329808
Costa Rica,CRI,2019,Forest area (% of land area),AG.LND.FRST.ZS,59.1167254210732
Costa Rica,CRI,2018,Forest area (% of land area),AG.LND.FRST.ZS,58.7961222091657
Costa Rica,CRI,2017,Forest area (% of land area),AG.LND.FRST.ZS,58.4757148452801
Costa Rica,CRI,2016,Forest area (% of land area),AG.LND.FRST.ZS,58.1551116333725
Costa Rica,CRI,2015,Forest area (% of land area),AG.LND.FRST.ZS,57.8345084214649
Costa Rica,CRI,2014,Forest area (% of land area),AG.LND.FRST.ZS,57.5139835487662
Costa Rica,CRI,2013,Forest area (% of land area),AG.LND.FRST.ZS,57.1934586760674
Costa Rica,CRI,2012,Forest area (% of land area),AG.LND.FRST.ZS,56.8729338033686
Costa Rica,CRI,2011,Forest area (% of land area),AG.LND.FRST.ZS,56.5524089306698
Costa Rica,CRI,2010,Forest area (% of land area),AG.LND.FRST.ZS,56.231884057971
Costa Rica,CRI,2009,Forest area (% of land area),AG.LND.FRST.ZS,56.2045045045045
Costa Rica,CRI,2008,Forest area (% of land area),AG.LND.FRST.ZS,56.177124951038
Costa Rica,CRI,2007,Forest area (% of land area),AG.LND.FRST.ZS,56.1497453975715
Costa Rica,CRI,2006,Forest area (% of land area),AG.LND.FRST.ZS,56.122365844105
Costa Rica,CRI,2005,Forest area (% of land area),AG.LND.FRST.ZS,56.0949862906385
Costa Rica,CRI,2004,Forest area (% of land area),AG.LND.FRST.ZS,56.0676067371719
Costa Rica,CRI,2003,Forest area (% of land area),AG.LND.FRST.ZS,56.0402271837054
Costa Rica,CRI,2002,Forest area (% of land area),AG.LND.FRST.ZS,56.0128476302389
Costa Rica,CRI,2001,Forest area (% of land area),AG.LND.FRST.ZS,55.9854680767724
Costa Rica,CRI,2000,Forest area (% of land area),AG.LND.FRST.ZS,55.9580885233059
Costa Rica,CRI,1999,Forest area (% of land area),AG.LND.FRST.ZS,56.0563650607129
Costa Rica,CRI,1998,Forest area (% of land area),AG.LND.FRST.ZS,56.1546415981199
Costa Rica,CRI,1997,Forest area (% of land area),AG.LND.FRST.ZS,56.2529181355268
Costa Rica,CRI,1996,Forest area (% of land area),AG.LND.FRST.ZS,56.3511946729338
Costa Rica,CRI,1995,Forest area (% of land area),AG.LND.FRST.ZS,56.4494712103408
Costa Rica,CRI,1994,Forest area (% of land area),AG.LND.FRST.ZS,56.5477477477477
Costa Rica,CRI,1993,Forest area (% of land area),AG.LND.FRST.ZS,56.6460242851547
Costa Rica,CRI,1992,Forest area (% of land area),AG.LND.FRST.ZS,56.7443008225617
Costa Rica,CRI,1991,Forest area (% of land area),AG.LND.FRST.ZS,56.8425773599687
Costa Rica,CRI,1990,Forest area (% of land area),AG.LND.FRST.ZS,56.9408538973756
Costa Rica,CRI,2020,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2019,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2018,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2016,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2015,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2013,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2011,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2010,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2009,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2008,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2006,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2005,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2004,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2003,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2001,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2000,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1999,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1998,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1996,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1995,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1978,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1976,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1975,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1974,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1973,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1971,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1970,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1969,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1968,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1966,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1965,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1964,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1963,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,1961,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2926
Costa Rica,CRI,2021,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2020,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2019,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2018,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2017,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2016,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2015,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2014,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2013,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2012,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2011,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2010,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2009,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2008,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2007,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2006,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2005,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2004,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2003,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2002,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2001,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,2000,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1999,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1998,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1997,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1996,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1995,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1994,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1993,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1992,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1991,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1990,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1989,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1988,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1987,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1986,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1985,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1984,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1983,Land area (sq. km),AG.LND.TOTL.K2,51060
Costa Rica,CRI,1982,Land area (sq. km),AG.LND.TOTL.K2,51060
